location,lat,long,category,time,time_classification,date,description,reported
JKUAT Enterprises LTD.,-1.0915,37.014,drug possession,13:49,afternoon,2024-10-13,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
Juja Police Station,-1.0922,37.0131,drug possession,10:16,morning,2024-12-15,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.,yes
Juja Market,-1.096,37.0175,murder,18:35,evening,2024-10-05,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.,no
Gachororo,-1.0905,37.0119,drug possession,04:51,night,2025-04-13,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja City Mall,-1.095,37.0165,sexual harrasment,18:02,evening,2024-08-13,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,no
Highpoint,-1.1,37.015,sexual harrasment,15:10,afternoon,2024-11-11,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
Gachororo,-1.0905,37.0119,assault,22:50,night,2025-05-23,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,yes
Gate C,-1.0922,37.0131,fraud,22:15,night,2025-01-26,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,no
Juja Police Station,-1.0915,37.014,drug possession,16:11,afternoon,2025-04-21,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.",yes
Gate C,-1.0922,37.0131,murder,19:03,evening,2025-01-29,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,no
Gachororo,-1.0905,37.0119,phone snatching,11:12,morning,2024-08-28,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,yes
Juja Police Station,-1.095,37.0165,drug possession,19:50,evening,2025-06-29,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.,yes
JKUAT Enterprises LTD.,-1.0915,37.014,drug possession,02:37,night,2024-10-13,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.",no
Highpoint,-1.1,37.015,traffic violations,11:39,morning,2024-06-13,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,no
Juja Market,-1.096,37.0175,reckless driving,00:36,night,2024-11-19,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.",no
JKUAT hostels area,-1.09,37.012,sexual harrasment,03:08,night,2024-06-10,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,no
Cherry Park,-1.0948,37.0106,murder,21:04,night,2024-08-10,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.",yes
Juja Square,-1.098,37.019,drug trafficking,11:48,morning,2025-05-27,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.,yes
Highpoint,-1.1,37.015,assault,21:03,night,2025-05-07,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,no
Juja Market,-1.096,37.0175,assault,01:31,night,2025-03-08,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,no
JKUAT hostels area,-1.09,37.012,burglary,12:19,afternoon,2024-10-11,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
JKUAT Main Gate,-1.0925,37.011,kidnapping,17:19,evening,2024-07-07,"Wakati nilipokuwa karibu, niliona jinsi mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.",yes
Juja Square,-1.098,37.019,assault,09:08,morning,2024-08-27,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,yes
JKUAT hostels area,-1.09,37.012,burglary,07:03,morning,2024-12-03,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,yes
Gachororo,-1.0905,37.0119,robbery,04:12,night,2025-02-12,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja Stage,-1.099,37.02,reckless driving,02:15,night,2024-12-11,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.",no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,sexual harrasment,04:49,night,2025-01-13,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,no
JKUAT Enterprises LTD.,-1.0915,37.014,kidnapping,16:48,afternoon,2025-04-20,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.",yes
Cherry Park,-1.0948,37.0106,sexual harrasment,13:11,afternoon,2024-08-08,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.",no
Juja Stage,-1.099,37.02,assault,11:41,morning,2024-12-20,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.",no
Gachororo,-1.0905,37.0119,fraud,09:11,morning,2024-11-05,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.",no
JKUAT Hospital,-1.096,37.0175,drug trafficking,14:24,afternoon,2025-03-18,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
JKUAT Enterprises LTD.,-1.0915,37.014,murder,06:58,morning,2024-12-18,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,no
Gachororo,-1.0905,37.0119,drug possession,11:24,morning,2024-10-26,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
JKUAT Enterprises LTD.,-1.0915,37.014,battery,08:28,morning,2024-07-08,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,yes
Highpoint,-1.1,37.015,fraud,16:22,afternoon,2025-07-06,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",yes
Juja Square,-1.098,37.019,burglary,04:44,night,2024-06-08,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.",yes
Cherry Park,-1.0948,37.0106,traffic violations,19:02,evening,2024-10-19,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.,yes
Juja City Mall,-1.095,37.0165,armed robbery,07:26,morning,2024-11-17,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
JKUAT Main Gate,-1.0925,37.011,traffic violations,09:18,morning,2024-12-21,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,domestic violence,01:30,night,2024-11-28,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.",no
Juja Police Station,-1.0948,37.0106,assault,00:11,night,2025-01-22,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.",yes
JKUAT Enterprises LTD.,-1.0915,37.014,drug possession,17:19,evening,2024-11-03,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,yes
JKUAT Enterprises LTD.,-1.0915,37.014,traffic violations,00:21,night,2024-10-27,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
Juja Market,-1.096,37.0175,battery,21:59,night,2024-06-03,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.,no
Cherry Park,-1.0948,37.0106,drug trafficking,02:24,night,2025-06-14,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,yes
JKUAT hostels area,-1.09,37.012,drug trafficking,04:21,night,2024-11-15,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
Gate C,-1.0922,37.0131,murder,02:18,night,2024-06-11,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.",no
Highpoint,-1.1,37.015,drug trafficking,06:25,morning,2024-11-05,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.",yes
Gate B,-1.0932,37.0125,phone snatching,02:09,night,2025-01-22,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,no
JKUAT hostels area,-1.09,37.012,armed robbery,01:51,night,2024-09-03,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.,yes
Juja Square,-1.098,37.019,drug trafficking,07:03,morning,2024-12-05,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.,no
Gate B,-1.0932,37.0125,burglary,17:43,evening,2025-02-03,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
Juja City Mall,-1.095,37.0165,phone snatching,10:49,morning,2024-05-05,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",no
Juja City Mall,-1.095,37.0165,sexual harrasment,02:52,night,2025-01-09,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.",no
Juja Square,-1.098,37.019,murder,07:45,morning,2024-07-30,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.",yes
Cherry Park,-1.0948,37.0106,fraud,04:39,night,2024-06-02,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,no
Gachororo,-1.0905,37.0119,armed robbery,08:38,morning,2024-07-02,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT hostels area,-1.09,37.012,drug trafficking,16:19,afternoon,2025-01-06,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.",no
Highpoint,-1.1,37.015,drug possession,00:02,night,2024-06-17,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,yes
Juja Police Station,-1.0948,37.0106,drug trafficking,03:48,night,2024-09-20,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.",no
Juja Square,-1.098,37.019,armed robbery,17:04,evening,2024-07-29,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,burglary,12:47,afternoon,2025-05-02,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,no
Cherry Park,-1.0948,37.0106,burglary,08:00,morning,2025-05-08,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,yes
Gate C,-1.0922,37.0131,phone snatching,10:49,morning,2024-10-03,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
Gate C,-1.0922,37.0131,kidnapping,08:30,morning,2024-11-01,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,drug trafficking,13:29,afternoon,2024-12-15,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,yes
JKUAT hostels area,-1.09,37.012,drug possession,17:17,evening,2024-05-20,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.",no
JKUAT Main Gate,-1.0925,37.011,fraud,14:42,afternoon,2024-12-14,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,fraud,19:51,evening,2025-05-08,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,no
Gate C,-1.0922,37.0131,traffic violations,16:01,afternoon,2024-05-18,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",no
JKUAT Hospital,-1.0948,37.0106,assault,02:21,night,2024-05-15,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,yes
Gate B,-1.0932,37.0125,reckless driving,07:16,morning,2025-04-08,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT Enterprises LTD.,-1.0915,37.014,armed robbery,10:54,morning,2024-06-23,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,yes
JKUAT Enterprises LTD.,-1.0915,37.014,robbery,04:56,night,2025-02-22,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,no
Juja Square,-1.098,37.019,reckless driving,05:19,night,2024-05-14,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
Juja City Mall,-1.095,37.0165,drug trafficking,23:58,night,2024-05-11,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.",yes
JKUAT Enterprises LTD.,-1.0915,37.014,burglary,23:57,night,2024-08-03,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,yes
Juja Stage,-1.099,37.02,domestic violence,00:39,night,2024-12-15,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,drug trafficking,06:56,morning,2025-01-17,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.",no
JKUAT hostels area,-1.09,37.012,phone snatching,06:50,morning,2024-08-26,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,no
Juja Stage,-1.099,37.02,drug possession,18:09,evening,2025-01-30,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,armed robbery,16:09,afternoon,2024-06-27,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.",no
JKUAT hostels area,-1.09,37.012,kidnapping,08:35,morning,2024-07-10,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.",yes
JKUAT Enterprises LTD.,-1.0915,37.014,armed robbery,05:52,night,2024-12-15,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.",no
JKUAT Hospital,-1.097,37.018,drug trafficking,19:13,evening,2024-08-27,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Square,-1.098,37.019,robbery,10:30,morning,2025-01-05,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.",no
JKUAT Enterprises LTD.,-1.0915,37.014,battery,16:14,afternoon,2025-04-20,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,no
JKUAT hostels area,-1.09,37.012,armed robbery,16:28,afternoon,2024-10-05,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Stage,-1.099,37.02,armed robbery,01:10,night,2025-05-27,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
Cherry Park,-1.0948,37.0106,domestic violence,00:23,night,2024-09-21,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
Juja City Mall,-1.095,37.0165,drug trafficking,21:12,night,2024-09-06,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,robbery,22:05,night,2024-08-05,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,no
Cherry Park,-1.0948,37.0106,fraud,23:24,night,2025-06-14,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
Cherry Park,-1.0948,37.0106,traffic violations,19:57,evening,2024-07-25,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,domestic violence,12:07,afternoon,2024-11-05,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT Main Gate,-1.0925,37.011,phone snatching,00:37,night,2025-06-12,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja Police Station,-1.0932,37.0125,assault,10:14,morning,2024-07-11,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,no
Gate B,-1.0932,37.0125,sexual harrasment,05:36,night,2025-06-29,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.",no
Highpoint,-1.1,37.015,assault,08:26,morning,2024-10-25,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",yes
